Country code,Country name,Region code,Region name,LAD code,LAD name,Google sub region 1,Google sub region 2,Average distance to nearest park or public garden or playing field (m),Median distance to nearest park or public garden or playing field (m),Average size of nearest park or public garden or playing field (m2),Median size of nearest park or public garden or playing field (m2),"Average number of parks or public gardens or playing fields within 1,000 m radius","Median number of parks or public gardens or playing fields within 1,000 m radius","Average combined size of parks or public gardens or playing fields within 1,000 m radius (m2)","Median combined size of parks or public gardens or playing fields within 1,000 m radius (m2)",Population ,Average population per park or public garden or playing field,Median population per park or public garden or playing field,Number of flats within built up area,Number of flats in built up area with gardens,Average garden size for flats in built up area,Number of houses within built up area,Number of houses in built up area with gardens,Average garden size for houses in built up area ,Average percent change in mobility to parks from baseline during lockdown period,Average percent change in mobility to parks from baseline during post-lockdown period
E92000001,England,E12000008,South East,E07000217,Woking,Surrey,Borough of Woking,337.34,304.19,65132.98,29465.39,4.14,4,233915.57,226055,101167,7429.34,4725.84,11766,8458.86,327.7,30398,30062,343.58,-19.82,7.77
E92000001,England,E12000008,South East,E07000223,Adur,West Sussex,Adur District,289.85,255.15,33347.94,18800.57,5,5,129540.97,107856,63869,5361.12,4698.28,6661,4018.81,255.95,21386,21104,233.34,7.37,27
E92000001,England,E12000008,South East,E07000224,Arun,West Sussex,Arun District,363.38,303.31,32336.82,25176.49,3.66,3,106397.71,92280,159827,6632.03,3848.62,17487,12972.8,325.38,55290,54175,278.7,39.63,154.68
E92000001,England,E12000008,South East,E07000225,Chichester,West Sussex,Chichester District,604.96,361.88,49070.96,20368.64,2.67,2,158757.31,49501,119498,3471.46,3068.64,11017,8162.14,712.77,38855,37012,497.12,18.04,97.84
E92000001,England,E12000008,South East,E07000226,Crawley,West Sussex,Crawley,352.04,326.16,86013.54,50634.55,4.07,4,472440.81,279831,112448,8862.56,4706.45,11949,8232.64,313.91,32920,32590,190.89,14.68,68.08
E92000001,England,E12000008,South East,E07000227,Horsham,West Sussex,Horsham District,426.88,334.01,68483.9,29618.02,2.43,2,172543,75602,140391,7640.95,3431.1,11674,7656.54,647.92,43918,42186,438.24,52.18,100.72
E92000001,England,E12000008,South East,E07000228,Mid Sussex,West Sussex,Mid Sussex District,354.34,297.32,43477.16,24897.62,3.36,3,139899.31,105338,149716,4964.84,3465.79,13852,9182.73,548.53,46299,45110,375.72,30,77.23
E92000001,England,E12000008,South East,E07000229,Worthing,West Sussex,Worthing,343.74,328.03,36185.75,26402.98,4.15,4,130246.99,117142,110025,9519.9,7628.45,16147,10383.64,234.31,32285,31823,250.16,56.84,126.55
E92000001,England,E12000009,South West,E06000022,Bath and North East Somerset,Bath and North East Somerset,,329.3,263.15,30825.05,17431.77,5,4,149461.41,102674,192106,5294.28,2547.79,21245,15574.05,306.37,58375,56134,303.45,6.56,67.15
E92000001,England,E12000009,South West,E06000023,"Bristol, City of",Bristol City,,277.68,243.05,170739.91,40121.57,6.17,6,753769.98,362590,463405,12336.97,8633.32,77400,47398.04,196.48,123629,121490,170.93,48.25,80.74
E92000001,England,E12000009,South West,E06000024,North Somerset,North Somerset,,452.11,341.4,53686.78,21930.2,3.17,3,174253.66,81522,213919,8602.29,4082.61,23320,16812.33,353.83,69145,67109,269.36,31.25,105.93
E92000001,England,E12000009,South West,E06000025,South Gloucestershire,South Gloucestershire,,377.8,327.02,73930.67,25344.47,4.02,3,260396.25,115375,282644,6957.48,4070.8,16051,10235.75,364.52,98719,95435,232.9,50.41,76.42
E92000001,England,E12000009,South West,E06000026,Plymouth,Plymouth,,354.23,287.85,76257.38,20365.25,5.47,5,353558.49,132691,263100,9307.4,5605.32,37842,27377.69,159.85,86928,85554,171.9,22.63,86.42
E92000001,England,E12000009,South West,E06000027,Torbay,Torbay,,302.47,249.66,42040.9,19419.35,6.35,6,171364.99,130716,135780,5332.21,3638.34,30050,23593.84,357.7,42654,41564,259.92,21.53,179.38
E92000001,England,E12000009,South West,E06000030,Swindon,Swindon,,413.33,319.42,112828.97,33261,3.65,3,345293.58,196439,221996,11178.06,6513.59,18896,12002.55,238.95,77143,75856,195.85,-12.89,26
E92000001,England,E12000009,South West,E06000052,Cornwall,Cornwall,,526.95,325.94,24427.21,13016.71,3.16,3,82208.12,43899,545287,3982.34,2688.71,45802,32745.51,485.13,177937,168710,338.83,4.35,280.24
E92000001,England,E12000009,South West,E06000054,Wiltshire,Wiltshire,,568.87,356.4,47373.81,19357.41,2.8,2,149186.3,59137,494302,5362.78,2944.17,30948,19940.29,548.56,168974,161485,359.93,2.54,73.47
E92000001,England,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",Dorset,"Bournemouth, Christchurch and Poole",387.89,346.39,65072.76,27237.13,3.85,4,214169.05,158021,395784,10986.44,7474.56,72782,53703.78,416.98,110036,108270,285.01,65.57,183.45
E92000001,England,E12000009,South West,E06000059,Dorset,Dorset,Dorset,614.9,404.14,129843.1,20491.98,2.38,2,312795.75,52403,374131,6034.68,3288.03,32164,23245.92,546.17,127405,122888,423.4,16.94,244.44
E92000001,England,E12000009,South West,E07000040,East Devon,Devon,East Devon District,476.04,318.05,31038.51,13543.69,3.49,3,106411.47,54868,138095,3830.66,2345.04,11957,8604.12,536.52,45085,43126,412.33,25.65,229.81
E92000001,England,E12000009,South West,E07000041,Exeter,Devon,Exeter,299.88,257,64836.56,22813.42,4.8,5,281965.52,222022,130428,7748.85,6362.99,18831,12731.05,238.07,38320,37260,196.31,35.3,58.6
E92000001,England,E12000009,South West,E07000042,Mid Devon,Devon,Mid Devon District,466.47,309.83,67724.47,18033.92,3.03,3,201751.1,81626,80274,4099.43,2147,4130,2823.79,581.54,24337,22922,348.83,2.85,70.77
E92000001,England,E12000009,South West,E07000043,North Devon,Devon,North Devon District,440.35,316.96,23857.65,12189.92,3.27,3,68364.7,51185,94053,3897.65,2387,9361,6741.09,480.54,29629,27919,309.87,15.62,317
E92000001,England,E12000009,South West,E07000044,South Hams,Devon,South Hams District,749.83,370.48,16416.18,12264.56,1.92,2,35224.42,25297,78766,5958.49,2527.42,6200,4297.88,663.75,25846,24107,364.44,36.14,238.74
E92000001,England,E12000009,South West,E07000045,Teignbridge,Devon,Teignbridge,481.06,302.65,44515.55,18719.81,3.2,3,137747.05,53214,130367,3923.87,2710.75,11428,8430.8,525.96,44303,41738,331.74,7.83,150.7
E92000001,England,E12000009,South West,E07000046,Torridge,Devon,Torridge District,472.82,327.41,112782.62,12709.51,2.69,3,374277.47,71244,59465,4139.94,2202.43,4008,2723.48,499.81,19205,18021,329.22,-9.36,132.41
E92000001,England,E12000009,South West,E07000047,West Devon,Devon,West Devon District,533.41,361.97,132308.32,21468.1,2.07,2,318562.67,36164,50560,6734.46,2288,3036,2363.59,581.43,15741,14747,436.66,-27.23,120.21
E92000001,England,E12000009,South West,E07000078,Cheltenham,Gloucestershire,Cheltenham,283.72,260.16,49108.16,35272.52,5.18,5,202612.89,166515,117090,8019.48,5025.23,18314,13550.51,357.31,38699,38029,247.1,23.18,80.44
E92000001,England,E12000009,South West,E07000079,Cotswold,Gloucestershire,Cotswold District,476.16,335.19,72735.92,26420.75,2.79,2,190498.49,52541,85246,2620.63,2356.82,6052,4230.04,850.78,28959,27153,427.95,2.64,85.67
E92000001,England,E12000009,South West,E07000080,Forest of Dean,Gloucestershire,Forest of Dean District,507.43,369.56,26302.31,22021.52,2.2,2,61422.53,38271.5,85148,2631.61,1846.93,4194,2908.19,833.15,28994,26701,452.25,21.17,120.95
E92000001,England,E12000009,South West,E07000081,Gloucester,Gloucestershire,Gloucester District,281.85,250.77,76822.92,39796.7,5.85,6,388372.46,244560,129285,7701.23,3801.3,11836,7835.09,233.37,45590,44832,200.2,20.38,62.76
E92000001,England,E12000009,South West,E07000082,Stroud,Gloucestershire,Stroud District,418.7,302.93,54753.31,18268.16,3.36,3,158364.91,65255,119019,3987.86,2141.45,7585,5520.65,573.42,41261,39358,409.79,0.23,40.35
E92000001,England,E12000009,South West,E07000083,Tewkesbury,Gloucestershire,Tewkesbury Borough,465.49,336.14,29826.43,19693.56,2.89,3,89917.04,70314,92599,4470.65,2656.65,6787,4944.21,741.93,32045,30863,355.17,-0.86,71.56
E92000001,England,E12000009,South West,,,Somerset,,495.23,342.34,37760.43,18301.94,2.94,2,109389.41,57759,556772,4817.89,2700.32,42077,30478.04,517.73,183098,176807,336.11,2.54,121.95
S92000003,Scotland,S15000001,Scotland,S12000006,Dumfries and Galloway,Dumfries and Galloway,,293.76,233.62,24231.32,15934.75,5.14,4,132676,89931,115347,2397.79,2145.39,12500,9782.21,417.13,40058,38516,326.47,-18.11,113.72
S92000003,Scotland,S15000001,Scotland,S12000010,East Lothian,East Lothian Council,,328.24,242.36,191392.54,24205.21,3.39,4,544883.28,91087,103049,4615.83,3298.23,14007,11218.89,353.43,30119,29602,247.44,-12.85,72.5
S92000003,Scotland,S15000001,Scotland,S12000011,East Renfrewshire,East Renfrewshire Council,,429.56,362.87,380187,42458.04,3.51,3,1411983.66,165212,95170,8698.82,6864.2,10209,6888.05,500.87,28728,28165,314.04,-54.04,-40
S92000003,Scotland,S15000001,Scotland,S12000014,Falkirk,Falkirk,,276.53,218.89,74421.21,31688.23,4.94,5,347871.62,310195,159827,5375.74,3265.14,24839,18138.78,367.4,50325,49539,249.55,-10.16,51.07
S92000003,Scotland,S15000001,Scotland,S12000017,Highland,Highland Council,,635.72,282.87,46163.16,16438.47,3.92,3,128212.05,59236,189385,2636.34,2271.98,18598,11789.63,595.15,63125,60947,365.9,-20.96,175.2
S92000003,Scotland,S15000001,Scotland,S12000018,Inverclyde,Inverclyde,,703.48,392.9,51628.81,20759.82,3.07,3,114991.72,62811,78150,7588.81,5100.53,19617,15474.86,382.78,19964,19798,254.34,-55.6,
S92000003,Scotland,S15000001,Scotland,S12000019,Midlothian,Midlothian,,366.98,278.47,116589.53,30783.71,3.45,4,427748.45,117780,91340,6071.28,3226.64,9240,7786.7,389.75,27942,27677,222.64,-5.38,34
S92000003,Scotland,S15000001,Scotland,S12000020,Moray,Moray,,352.59,252.67,35965.79,22256.53,3.47,3,119170.81,116804,86743,3790.37,2549.41,6700,4622.91,368.29,29696,28621,296.99,-4.3,80.17
S92000003,Scotland,S15000001,Scotland,S12000021,North Ayrshire,North Ayrshire Council,,405.96,300.42,172666.17,34980.16,3.19,3,769234.67,145223,133492,6724.09,4866.29,22765,17086.53,411.38,46312,45029,247.05,-14.67,20
S92000003,Scotland,S15000001,Scotland,S12000026,Scottish Borders,Scottish Borders,,349.73,226.81,47196.74,19227.79,4.59,4,237981.74,108103,98388,2642.53,1916.74,17473,12744.63,374.25,27214,26070,323.7,-11.7,72.27
S92000003,Scotland,S15000001,Scotland,S12000028,South Ayrshire,South Ayrshire Council,,335.09,250.59,39760.59,18303.2,4.31,4,161217.52,134942,108139,4047.08,3465.76,16260,11535.57,392.9,35708,34862,333.02,-8.1,39
S92000003,Scotland,S15000001,Scotland,S12000029,South Lanarkshire,South Lanarkshire,,391.87,310.6,85300.21,28693.06,3.7,4,390323.1,134615,313917,7564.72,4798.85,47619,32316.6,387.23,100545,98629,242.69,23.59,65.03
S92000003,Scotland,S15000001,Scotland,S12000030,Stirling,Stirling,,296.42,216.06,51162.57,22618.21,4.96,4,295006.46,163612,91099,3280.2,2797.36,11574,9031.43,424.96,25661,24886,362.16,-17.42,95.61
S92000003,Scotland,S15000001,Scotland,S12000033,Aberdeen City,Aberdeen City,,423.36,357.26,121930.05,23807.51,3.76,3,394694.22,165450,227560,10492.3,7692.23,65178,46169.91,309.53,51306,49938,245.48,20.3,66.63
S92000003,Scotland,S15000001,Scotland,S12000034,Aberdeenshire,Aberdeenshire,,656.9,382.42,35586.67,19384.47,2.13,2,87917.47,44064,225497,5105.96,3711.06,15579,11205.53,471.13,74395,71444,354.86,-1.91,74.93
S92000003,Scotland,S15000001,Scotland,S12000035,Argyll and Bute,Argyll and Bute Council,,697.95,420.64,40046.93,13625.11,1.81,2,56309.01,30934,66895,4071.91,3344.05,15328,10399.27,636.93,18583,17194,481.99,-17.52,129.57
S92000003,Scotland,S15000001,Scotland,S12000036,City of Edinburgh,Edinburgh,,306.83,253.65,146249.83,40490.6,5.95,6,755436.76,401700,518500,11128.99,9014.56,184298,145015.06,292.8,80326,78803,246.23,-9.84,36.14
S92000003,Scotland,S15000001,Scotland,S12000038,Renfrewshire,Renfrewshire,,362.13,311.07,203569.67,29574.73,3.58,3,493454.36,154587,177790,7296.42,5097.7,38995,28770.74,366.85,49630,48466,233.14,0.5,19.5
S92000003,Scotland,S15000001,Scotland,S12000039,West Dunbartonshire,West Dunbartonshire Council,,277.31,247.52,56415.67,31520.15,5.3,5,251506.92,177914,88507,4141.68,3935.27,23768,17526.14,345.78,22037,21695,202.4,-63.25,
S92000003,Scotland,S15000001,Scotland,S12000040,West Lothian,West Lothian,,281.14,237.89,76814.48,21477.87,3.95,4,323071.22,135427,181067,4578.7,3182.39,18769,15055.71,340.56,60721,59829,212.79,-16.02,-10.25
S92000003,Scotland,S15000001,Scotland,S12000041,Angus,Angus Council,,376.83,297.89,49388.82,24252.02,3.83,3,230790.69,121007,100403,4862.54,3404.48,14812,9768.45,313.05,32652,31485,301.41,6.68,61.71
S92000003,Scotland,S15000001,Scotland,S12000042,Dundee City,Dundee City Council,,326.71,294.46,81631.84,30258.64,4.93,5,396754.08,229906,148750,7084.3,5271.42,41197,25672.78,412.89,36605,35669,256.1,1.78,11.73
S92000003,Scotland,S15000001,Scotland,S12000047,Fife,Fife,,396.62,288.6,111980.35,26042.2,3.27,3,330868.92,123831,365041,6235.01,3488.18,50754,37394.67,336.25,120898,118522,257.03,10.85,102.84
S92000003,Scotland,S15000001,Scotland,S12000048,Perth and Kinross,Perth and Kinross,,431.65,303.37,36940.49,22551.8,2.83,2,163311.69,67803,143401,5214.06,3102.88,19399,12831,515.14,39472,37963,407.3,-3.76,103.56
S92000003,Scotland,S15000001,Scotland,S12000049,Glasgow City,Glasgow City,,320.13,286.57,184875.83,34416.98,5.16,5,546171.23,311493,626410,11498.95,8680.19,236327,174390.69,272.8,91529,89805,209.09,-7.46,18.07
W92000004,Wales,W08000001,Wales,W06000001,Isle of Anglesey,Isle of Anglesey,,751.68,426.7,27148,12636.86,2.07,2,69889.43,24522,63582,3305.24,1447.3,3758,2608.14,579.18,22681,21819,404.84,-19.04,62.4
W92000004,Wales,W08000001,Wales,W06000002,Gwynedd,Gwynedd,,634.14,358.45,78567.92,9517.84,2.56,2,187754.02,23275,104203,2954.22,1724.25,9451,6348.51,439.81,34967,33216,320.38,-37.59,168.78
W92000004,Wales,W08000001,Wales,W06000003,Conwy,Conwy Principal Area,,393.85,318.49,33414.7,14400.91,3.04,3,99672.94,59171.5,108791,4432.06,2812.01,11905,8833.67,291.06,38098,37242,305.96,-25.93,139.83
W92000004,Wales,W08000001,Wales,W06000004,Denbighshire,Denbighshire,,397.34,313.75,232948.24,16419.67,3.28,3,287596.59,81836,84200,5090.69,3004.48,5405,3608.13,313.28,31082,30271,310.72,-17.97,77.52
W92000004,Wales,W08000001,Wales,W06000005,Flintshire,Flintshire,,469.57,302.96,41457.31,16836.91,3.5,3,141060.86,46050,155593,3824.87,2772.58,6338,3868.63,383.59,57825,56078,302.5,-16.29,31.5
W92000004,Wales,W08000001,Wales,W06000006,Wrexham,Wrexham Principal Area,,317.01,247.95,91777.66,20850.97,4.79,4,465790.24,241747,133220,4745.16,2329.27,8458,5259.98,331.62,47490,45940,266.86,-13.4,25.82
W92000004,Wales,W08000001,Wales,W06000008,Ceredigion,Ceredigion,,989.02,391.91,19686.22,19114.67,1.82,1,44803.59,27515,62352,4447.57,1983.25,5094,3473.85,432.68,16049,15176,442.69,-25.44,111.64
W92000004,Wales,W08000001,Wales,W06000009,Pembrokeshire,Pembrokeshire,,662.43,410.95,17040.81,13286.42,2.29,2,39380.93,27251,116557,3709.97,1993.66,9505,6650.1,594.36,39343,37718,396.02,-33.89,134.94
W92000004,Wales,W08000001,Wales,W06000010,Carmarthenshire,Carmarthenshire,,540.72,354.04,49557.15,23995.61,2.61,3,144872.22,68417,173005,3832.05,2024,7004,4236.47,547.95,60197,58305,357.47,-11.35,97.5
W92000004,Wales,W08000001,Wales,W06000011,Swansea,Swansea,,376.88,306.6,141235.54,25059.81,3.7,3,410572.71,98319,246466,6959.93,4448.6,21600,11419.35,231.7,89415,87123,250.1,8.12,96.24
W92000004,Wales,W08000001,Wales,W06000012,Neath Port Talbot,Neath Port Talbot Principle Area,,390.31,308.39,35178.61,22181.36,2.91,2,108834.75,66911,142906,5204.1,2881.9,7802,5277.11,299.65,55404,54097,239.84,-10.13,57.45
W92000004,Wales,W08000001,Wales,W06000013,Bridgend,Bridgend County Borough,,448.41,348.83,34036.6,20288.93,2.65,2,94966.25,73005,144876,5549.44,3623.05,6845,4925.06,271.98,55059,53096,213.09,-15.04,84
W92000004,Wales,W08000001,Wales,W06000014,Vale of Glamorgan,Vale of Glamorgan,,395.88,272.29,115983.99,24383.53,3.98,4,318485.26,124661,128277,5984.29,4212.86,9775,6959.47,341.54,45461,43745,253.29,-2.97,111.77
W92000004,Wales,W08000001,Wales,W06000015,Cardiff,Cardiff,,298.29,259.36,86170.36,25768.86,5.82,6,458151.22,360035,364248,9144.05,6032.7,47458,27038.78,189.73,108843,105611,180.31,-18.95,2.52
W92000004,Wales,W08000001,Wales,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taff,,391.58,317.09,63969.6,20378.18,3.17,3,178896.36,60166,240131,5404.88,2989.89,12167,8792.06,256.34,95669,93090,161.67,-14.78,2.59
W92000004,Wales,W08000001,Wales,W06000018,Caerphilly,Caerphilly County Borough,,324.41,269.5,88396.47,19551.47,3.72,3,344805.66,114323,181019,4639.23,2867.19,7726,5577.72,236.6,70059,67703,197.3,-20.72,11.55
W92000004,Wales,W08000001,Wales,W06000021,Monmouthshire,Monmouthshire,,444.02,313.34,37038.67,20886.9,2.61,2,97446.45,70054,83801,3310.23,2258.76,5469,3544.04,607.4,29251,27800,346.27,-18.86,52
W92000004,Wales,W08000001,Wales,W06000022,Newport,Newport,,393.4,338.73,73738.37,25628.6,3.92,4,254343.45,153760,153302,7020.51,5618.33,12849,7449.81,240.37,53177,51802,201.58,-8,38.72
W92000004,Wales,W08000001,Wales,W06000023,Powys,Powys,,968.95,346.55,43606.23,23247.09,2.51,2,110337.1,85811,112675,3079.84,1874.45,7078,4706.59,558.93,32642,30755,412.82,-16.24,103.92
,,,,,,,,,,,,,,,,,,,,,,,,,,
* Scotland and Wales based on England data ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Ordnance Survey,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains OS data © Crown copyright and database right 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
