Country code,Country name,Region code,Region name,LAD code,LAD name,Google sub region 1,Google sub region 2,Average distance to nearest park or public garden or playing field (m),Median distance to nearest park or public garden or playing field (m),Average size of nearest park or public garden or playing field (m2),Median size of nearest park or public garden or playing field (m2),"Average number of parks or public gardens or playing fields within 1,000 m radius","Median number of parks or public gardens or playing fields within 1,000 m radius","Average combined size of parks or public gardens or playing fields within 1,000 m radius (m2)","Median combined size of parks or public gardens or playing fields within 1,000 m radius (m2)",Population ,Average population per park or public garden or playing field,Median population per park or public garden or playing field,Number of flats within built up area,Number of flats in built up area with gardens,Average garden size for flats in built up area,Number of houses within built up area,Number of houses in built up area with gardens,Average garden size for houses in built up area ,Average percent change in mobility to parks from baseline during lockdown period,Average percent change in mobility to parks from baseline during post-lockdown period
E92000001,England,E12000004,East Midlands,E07000150,Corby,Northamptonshire,Corby District,341.92,287.24,65377.29,27470.31,3.96,4,322119.47,191619,70827,6063.72,3692.67,3298,2351.51,233.9,26015,25235,197.69,-39,
E92000001,England,E12000004,East Midlands,E07000151,Daventry,Northamptonshire,Daventry District,565.39,290.01,48282.83,23384.96,2.83,3,220747.7,62346,84484,3607.89,2148.08,2714,1643,882.74,29202,26747,349.7,9.17,42.82
E92000001,England,E12000004,East Midlands,E07000152,East Northamptonshire,Northamptonshire,East Northamptonshire,462.01,361.76,84087.42,20270.16,2.95,3,275244.81,95106,93906,6175.19,4590.67,4009,2872.05,403.21,34746,33245,288.01,28.25,67.4
E92000001,England,E12000004,East Midlands,E07000153,Kettering,Northamptonshire,Borough of Kettering,400.73,306.25,60326.39,23425.75,3.84,4,237583.87,85664,101266,7012.95,3977.04,7042,4935.85,260.76,37954,36070,239.51,-47,
E92000001,England,E12000004,East Midlands,E07000154,Northampton,Northamptonshire,Northampton District,355.1,317.56,137146.06,46282.12,3.32,3,372788.93,289002,225146,14045.53,6087.83,20755,12646.45,172.87,78026,76756,191.66,-15.54,21.59
E92000001,England,E12000004,East Midlands,E07000155,South Northamptonshire,Northamptonshire,South Northamptonshire District,655.77,498.83,64942.14,21476.15,1.49,1,88159.73,25365,92515,5179.82,2551.98,3074,2036.27,673.56,34471,32040,374.97,3.51,71.15
E92000001,England,E12000004,East Midlands,E07000156,Wellingborough,Northamptonshire,Borough of Wellingborough,418.14,327.23,80327.73,42659.67,3.46,3,326887.37,195593.5,79478,7493.41,5750.5,4822,3100.97,266.87,30393,29301,229.94,-12.73,32
E92000001,England,E12000004,East Midlands,E07000170,Ashfield,Nottinghamshire,Ashfield District,301.51,260.02,92539.87,19875.42,4.56,5,396379.56,157935,127151,6422.07,3395.94,5037,3517.67,298.34,50861,49246,236.74,25.52,55.33
E92000001,England,E12000004,East Midlands,E07000171,Bassetlaw,Nottinghamshire,Bassetlaw District,501.46,348.91,32943.83,24834.3,3.01,3,109220.89,70209,116839,5798.61,2692.16,5136,3821.39,434.84,44044,42828,329.57,-7.24,56.71
E92000001,England,E12000004,East Midlands,E07000172,Broxtowe,Nottinghamshire,Broxtowe District,316.75,279.35,56614.76,24829,3.85,4,291435.46,103305,113272,8233.92,3828.97,6266,4114.1,291.66,43906,42810,269.03,4.47,24.65
E92000001,England,E12000004,East Midlands,E07000173,Gedling,Nottinghamshire,Gedling District,439.49,328.56,123928.19,23450.32,3.97,4,554137.14,151146,117786,7461.15,4646.24,6546,4219.58,289.19,45509,44238,268.5,33.21,78.23
E92000001,England,E12000004,East Midlands,E07000174,Mansfield,Nottinghamshire,Mansfield District,286.58,243.35,38062.26,21894.11,5.73,6,225372,184330,108841,4171.05,3455.4,5296,3449.21,289.57,44101,42668,238.48,-5.51,15.88
E92000001,England,E12000004,East Midlands,E07000175,Newark and Sherwood,Nottinghamshire,Newark and Sherwood District,567.23,402.24,49462.46,16841.13,2.61,2,114220.56,41339,119901,5913.26,2884.21,5261,3908.08,407.2,45906,43908,330.78,5.08,73.51
E92000001,England,E12000004,East Midlands,E07000176,Rushcliffe,Nottinghamshire,Rushcliffe District,481.39,366.96,38470.65,26665.79,2.85,2,201660.79,70201,114962,6583.78,3419.42,7396,5071.56,429.04,40705,38349,320.88,32.23,90
E92000001,England,E12000005,West Midlands,E06000019,"Herefordshire, County of",Herefordshire,,652.63,294.81,48658.23,18219.41,3.99,4,162268.09,100557,171937,4037.77,2638.37,10796,7390.13,586.85,51167,48589,401.5,13.46,83.85
E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,Shropshire,Telford and Wrekin,296.83,206.04,53381.25,22811.76,6.19,6,295921.14,250509,176633,3938.32,3079.18,8379,5411.01,341.48,65321,61793,252.28,25.14,78.15
E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,Stoke-on-Trent,,210.73,184.1,139438.65,30151.58,8.6,9,1055049.54,662916,255833,5200.34,3634.28,15006,9654.72,225.62,101840,100692,170.96,12.66,39.5
E92000001,England,E12000005,West Midlands,E06000051,Shropshire,Shropshire,,548.1,343.07,34808.48,21753.87,2.75,3,90101.93,60286,292291,4315.9,2787.5,15664,9616.5,569.94,97814,92772,373.46,6.07,77.14
E92000001,England,E12000005,West Midlands,E07000192,Cannock Chase,Staffordshire,Cannock Chase District,352.43,300.63,562236.68,25995.98,3.53,3,1911735.93,310869,100109,7927.67,5644.1,5338,3689.99,315.54,37778,37127,245.03,17.68,68.19
E92000001,England,E12000005,West Midlands,E07000193,East Staffordshire,Staffordshire,East Staffordshire District,445.65,360.71,27316.83,14451.61,3.57,3,104908.14,77413,117324,5550.68,2822.76,7441,5110.06,352.5,41141,39533,278.61,24,84.5
E92000001,England,E12000005,West Midlands,E07000194,Lichfield,Staffordshire,Lichfield District,518.7,392.75,244116.77,29668.17,2.69,3,492750.97,97961,101697,9180.54,4752.11,5850,3936.41,427.56,35981,34697,339.09,19.73,59.77
E92000001,England,E12000005,West Midlands,E07000195,Newcastle-under-Lyme,Staffordshire,Newcastle-under-Lyme District,384.51,215.56,74315.68,28022.25,7.18,8,534725.13,354315,129490,3905.56,2996.62,7084,4203.12,377.48,46876,45817,270.57,16.06,69.15
E92000001,England,E12000005,West Midlands,E07000196,South Staffordshire,Staffordshire,South Staffordshire District,487.74,394.78,48680.29,29103.12,2.28,2,91890,57477,110457,5690.55,4005.97,4838,3084.98,637.16,38033,36907,337.86,25.17,68.76
E92000001,England,E12000005,West Midlands,E07000197,Stafford,Staffordshire,Stafford District,444.15,336,150316.57,18687.19,2.93,3,401739.32,78144,131051,5602.28,3593.38,8216,5019.71,423.86,45879,45011,311.18,-24.27,26.35
E92000001,England,E12000005,West Midlands,E07000198,Staffordshire Moorlands,Staffordshire,Staffordshire Moorlands District,387.12,296.59,55057.73,20174.82,3.55,3,191062.25,106533,92189,4439.34,3603.45,2966,1738.29,546.4,33952,33018,322.59,9.36,105.94
E92000001,England,E12000005,West Midlands,E07000199,Tamworth,Staffordshire,Tamworth District,387.2,327.32,114572.61,26555.7,3.53,3,295221.13,282115,76678,17441.84,4841.07,4526,3118,300.75,28785,27723,203.17,-37.2,
E92000001,England,E12000005,West Midlands,E07000218,North Warwickshire,Warwickshire,North Warwickshire District,372.28,293.97,99327.13,22997.88,2.33,2,276895.07,70332,64850,3353.34,2461.38,2973,2123.35,522.85,22168,21542,299.52,-8.32,42.03
E92000001,England,E12000005,West Midlands,E07000219,Nuneaton and Bedworth,Warwickshire,Nuneaton and Bedworth,318.43,263.49,60775.47,28900.86,4.38,4,256286.66,114044,128902,6885.95,3499.15,7802,5294,243.93,50195,48990,219.16,-16,
E92000001,England,E12000005,West Midlands,E07000220,Rugby,Warwickshire,Rugby District,441.76,318.86,62058.93,26681.61,3.59,3,174605.71,159971,107194,6404.16,3907.7,6647,3798.93,405.17,36690,35152,262.37,21.02,63.71
E92000001,England,E12000005,West Midlands,E07000221,Stratford-on-Avon,Warwickshire,Stratford-on-Avon District,629.15,381.08,25966.96,16031.18,2.69,2,65232.77,35834,126241,3216.01,2144.86,8369,5684.49,752.28,42512,39978,399.91,22.48,126.58
E92000001,England,E12000005,West Midlands,E07000222,Warwick,Warwickshire,Warwick,330.15,259.95,68822.44,26137.37,4.56,5,366623.47,244257,141249,6201.39,4504.92,15665,10737.01,329.34,45396,43980,288.66,3.15,73.28
E92000001,England,E12000005,West Midlands,E07000234,Bromsgrove,Worcestershire,Bromsgrove District,412.59,349.9,159818.85,19760.02,3,3,403072.36,106311.5,98662,6943.49,3394.08,5464,3321.02,611.61,33840,33041,385.46,23.66,50.62
E92000001,England,E12000005,West Midlands,E07000235,Malvern Hills,Worcestershire,Malvern Hills District,669.08,250.13,61761.22,18303.39,4.33,4,219716.11,179874,72323,3286.15,2063.35,5403,3833.6,883.39,21822,20883,526.51,8.88,116.83
E92000001,England,E12000005,West Midlands,E07000236,Redditch,Worcestershire,Redditch District,447.11,415.11,308508.39,26262.87,2.87,2,807837.03,144765,84989,12350.94,7885.94,6388,4769.2,243.59,30172,29766,204.79,-8.5,21
E92000001,England,E12000005,West Midlands,E07000237,Worcester,Worcestershire,Worcester District,343.73,315.09,57304.55,23331.72,3.75,4,209463.12,198698,101891,8581.25,6478.61,10586,6553.69,266.71,35593,35123,236.51,26.12,56.63
E92000001,England,E12000005,West Midlands,E07000238,Wychavon,Worcestershire,Wychavon District,503.34,338.78,28337.49,16629.52,3.5,3,102930.26,61691,126026,4134.82,2443,8382,6067.14,705.63,41293,39615,415.85,22.42,117.16
E92000001,England,E12000005,West Midlands,E07000239,Wyre Forest,Worcestershire,Wyre Forest District,425.42,323.88,32987.56,18501.17,4.29,4,145787.74,123948,99516,5883.78,4696,6641,3615.02,368.25,36942,35950,284.3,26.35,98.42
E92000001,England,E12000005,West Midlands,E08000025,Birmingham,West Midlands,Birmingham District,356.52,326.58,281076.91,47596.42,4.25,4,949603.38,302079,1141374,17310.09,11759.62,126643,68142.79,279.64,320506,316117,214.81,14.78,34.38
E92000001,England,E12000005,West Midlands,E08000026,Coventry,West Midlands,Coventry,343.88,298.79,86358.17,34563.82,4.66,4,327767.54,240271,366785,13184.43,7844.07,37073,16940.92,195.06,111971,110806,180.72,31.9,64.26
E92000001,England,E12000005,West Midlands,E08000027,Dudley,West Midlands,Dudley District,345.04,305.95,69660.99,26705.94,4.23,4,246648,142050,320626,8896.28,5758.56,20663,12063.64,303.41,118053,116841,234.55,17.59,50.19
E92000001,England,E12000005,West Midlands,E08000028,Sandwell,West Midlands,Sandwell District,326.42,305.46,103994.17,46062.32,4.31,4,386245.97,259716,327378,12608.05,10155.25,26370,16324.5,203.17,107474,106509,187.04,50.31,82
E92000001,England,E12000005,West Midlands,E08000029,Solihull,West Midlands,Metropolitan Borough of Solihull,428.9,384.11,221182.68,57605.24,2.95,3,586303.32,218020,214909,14412.55,6381.62,18482,10734.83,421.06,72904,71403,314.24,34.67,74.6
E92000001,England,E12000005,West Midlands,E08000030,Walsall,West Midlands,Walsall District,367.23,322.02,218241.05,31805.18,3.94,4,734890.53,267473,283378,11554.36,9285.91,22541,13363.58,354.53,94901,92932,228.51,25.32,54.95
E92000001,England,E12000005,West Midlands,E08000031,Wolverhampton,West Midlands,City of Wolverhampton District,351.21,323.46,54666.42,29243.81,4.12,4,195751.52,189764,262008,9954.6,5520.91,25495,15185.07,306.52,86671,84920,235.45,17.66,45.77
E92000001,England,E12000006,East of England,E06000031,Peterborough,Peterborough,,332.6,264.97,100918.69,30479.44,4.88,4,1038419.24,210165,201041,6256.51,3719.65,14858,10606.39,236.56,68810,67935,212.76,-18.5,
E92000001,England,E12000006,East of England,E06000032,Luton,Luton,,353.97,325.94,93629.54,31919.37,4.21,4,390319.91,341385,214109,12959.67,9105.24,22285,13002.49,201.65,59735,58589,191.68,-7,-20.5
E92000001,England,E12000006,East of England,E06000033,Southend-on-Sea,Southend-on-Sea,,487.15,463.17,95223.71,39302.95,2.65,2,241587.8,127256,182463,22436.47,18946.42,30825,20105.68,177.86,50943,50168,216.58,27.97,109.2
E92000001,England,E12000006,East of England,E06000034,Thurrock,Thurrock,,329.8,283.85,77649,27054.83,3.79,3,259259.61,106549.5,172525,7604.64,4545.79,16536,8132.57,312.14,50909,50081,201.56,-13.3,16.42
E92000001,England,E12000006,East of England,E06000055,Bedford,Bedford,,368.6,291.92,76973.39,30480.09,3.99,4,401449.35,286601,171623,6687.47,4155.06,14951,11057.89,325.43,55731,53248,288.51,5.32,25.19
E92000001,England,E12000006,East of England,E06000056,Central Bedfordshire,Central Bedfordshire,,438.64,344.86,93419.43,23652.25,2.89,2,215115.62,65923,283606,6122.25,3999.31,16635,10555.11,383.66,100628,95515,266.75,33.01,60.28
E92000001,England,E12000006,East of England,E07000008,Cambridge,Cambridgeshire,Cambridge,320.4,255.84,75563.89,40133.04,5.84,5,409292.52,394209,125758,8706.6,6104.05,22588,13657.68,268.53,34329,33308,211.67,15.88,86.14
E92000001,England,E12000006,East of England,E07000009,East Cambridgeshire,Cambridgeshire,East Cambridgeshire District,619.1,392.75,35858.71,21943.14,2.4,2,90802.74,36466,89362,4673.82,2562.14,3321,2344.28,536.16,31639,29810,371.74,-8.43,37.96
E92000001,England,E12000006,East of England,E07000010,Fenland,Cambridgeshire,Fenland District,573.35,393.08,27764.64,21482.14,2.68,2,78510.81,69168,101491,9732.84,3287.06,4370,2541.84,401.55,37596,36386,345.82,-11.38,25.19
E92000001,England,E12000006,East of England,E07000011,Huntingdonshire,Cambridgeshire,Huntingdonshire District,465.13,327.23,54146.75,23198.74,2.76,2,169067.14,70819,177352,5199.02,3237.97,9249,6347.29,448.01,64689,62087,323.63,41.1,98.07
E92000001,England,E12000006,East of England,E07000012,South Cambridgeshire,Cambridgeshire,South Cambridgeshire District,487.11,372.09,38841,26354.59,1.78,1,69431.57,36484,157519,3569.07,2329.32,5951,4194.66,750.41,57552,55287,415.57,15.74,45.98
E92000001,England,E12000006,East of England,E07000066,Basildon,Essex,Basildon District,377.41,320.58,107865.22,25214.86,4.16,4,368675.63,255110,185862,9105.27,6642.46,16498,10450.84,306.25,62683,61313,272.56,-12.53,16.72
E92000001,England,E12000006,East of England,E07000067,Braintree,Essex,Braintree District,402.61,301,31287.49,17484.28,2.98,3,97255.95,74397,151561,5361.07,3327.3,9823,6148.18,477.02,48901,46883,337.15,-5.97,42.4
E92000001,England,E12000006,East of England,E07000068,Brentwood,Essex,Brentwood District,361.22,309.47,97920.45,39119.08,4.01,4,585189.03,442212,76550,5255.89,3330.2,8424,5300.98,450.48,24092,23627,386.9,-5.83,44.76
E92000001,England,E12000006,East of England,E07000070,Chelmsford,Essex,Chelmsford,407.75,324.76,175250.97,33789.31,3.76,4,478052.81,178459,175475,8073.63,3784.1,15992,9065.89,404.23,57440,55774,345.53,43.52,79.7
E92000001,England,E12000006,East of England,E07000071,Colchester,Essex,Borough of Colchester,498.72,386.6,180450.17,50008.59,2.18,2,358107.93,117063,192523,15633.15,6899.08,18944,11891.48,417.07,60437,58657,308.2,23.23,98.14
E92000001,England,E12000006,East of England,E07000072,Epping Forest,Essex,Epping Forest District,472.14,350.28,310025.85,32951.69,3.07,3,1125818.05,113432,131137,7816.5,6777.64,13854,8164.03,516.85,38275,37211,348.26,50.06,55.95
E92000001,England,E12000006,East of England,E07000073,Harlow,Essex,Harlow District,193.57,162.74,83788.22,36015.55,9.49,10,657069.66,683636,86594,5050.82,2993.45,10938,5547.05,180.62,27637,26961,155.24,1.26,29.08
E92000001,England,E12000006,East of England,E07000074,Maldon,Essex,Maldon District,400.41,301.5,54069.2,22899.94,2.34,2,145868.15,70598,64425,4177.63,2699.87,2968,2104.63,834.16,23216,21787,456.32,15.38,140.92
E92000001,England,E12000006,East of England,E07000075,Rochford,Essex,Rochford District,480.79,432.59,98072.26,21570.53,2.27,2,191273.97,76004.5,86981,9075.84,5899.32,4247,2128.56,355.82,29974,29001,320.56,-3.35,6
E92000001,England,E12000006,East of England,E07000076,Tendring,Essex,Tendring District,479.44,376.45,50300.99,19288.66,2.67,2,112774.62,64641,145803,7968.97,4869.33,13891,9123.62,395.15,54630,52286,311.75,15.16,200.33
E92000001,England,E12000006,East of England,E07000077,Uttlesford,Essex,Uttlesford,484.81,331.79,97219.53,17796.29,2.49,2,233238.56,39071,89179,4086.97,2279.9,5462,3808.53,947.1,26676,25402,453.83,-4.74,45.59
E92000001,England,E12000006,East of England,E07000095,Broxbourne,Hertfordshire,Broxbourne District,311.46,256.29,569453.65,28038.39,5.42,6,2938562.6,309795,96876,8297.37,4883.67,11177,6496.86,284.71,29727,29307,204.96,20.54,48.58
E92000001,England,E12000006,East of England,E07000096,Dacorum,Hertfordshire,Dacorum District,309.44,244.69,62879.41,25584.82,5.63,5,364216.81,259280,154280,5481.87,3976.97,16077,8422.05,340.85,47102,45235,289.54,23.88,62.16
E92000001,England,E12000006,East of England,E07000098,Hertsmere,Hertfordshire,Hertsmere District,341.47,292.14,48690.38,30003.11,4.92,4,223022.15,202051,104205,6057.37,4649.86,13224,6058.95,400.28,30600,29496,292.76,24.22,57.98
E92000001,England,E12000006,East of England,E07000099,North Hertfordshire,Hertfordshire,North Hertfordshire District,377.63,293.78,60707.68,23679.73,3.37,3,155770.55,95283,133214,7113.11,2616.62,12356,6827.92,503.45,42796,41885,308.25,39.5,83.85
E92000001,England,E12000006,East of England,E07000102,Three Rivers,Hertfordshire,Three Rivers District,389.94,326.58,89262.12,25075.43,4.07,4,290966.73,130428,93045,5464.99,4565.82,7825,4216.82,548.5,29628,28704,411.49,-43.23,-27.7
E92000001,England,E12000006,East of England,E07000103,Watford,Hertfordshire,Watford District,270.96,242.3,105194.86,24196.4,6.82,6,510396.14,352161,96767,8284.15,6008.67,14962,6103.75,243.79,25218,24863,195.47,34.33,82.17
E92000001,England,E12000006,East of England,E07000143,Breckland,Norfolk,Breckland District,567.81,401.03,45014.51,19173.85,2.44,2,128866.41,38221,135349,4689.66,2891.02,5624,3821.73,686.78,47347,45518,402.9,6.77,69
E92000001,England,E12000006,East of England,E07000144,Broadland,Norfolk,Broadland District,499.25,413.9,43541.87,30503.44,1.98,1,120631.28,46856,129464,4896.25,3111.49,5270,4081.3,807.18,49081,48244,392.27,5.98,112.3
E92000001,England,E12000006,East of England,E07000145,Great Yarmouth,Norfolk,Great Yarmouth District,372.91,328.59,40765.82,18878.89,2.99,3,92109.16,68675,99370,6013.12,4138.54,7950,6259.34,201.36,37726,35785,239.72,-15.41,290.07
E92000001,England,E12000006,East of England,E07000146,King's Lynn and West Norfolk,Norfolk,King's Lynn and West Norfolk District,565.71,359.02,45082.91,23123.8,2.4,2,143221.07,44353,151811,4890.6,2360.55,8997,5655.43,624.91,57210,54160,440.29,6.52,216.7
E92000001,England,E12000006,East of England,E07000147,North Norfolk,Norfolk,North Norfolk District,609.49,363.93,45004.53,16188.41,2.23,2,148633.57,40076,100363,3139.39,2031.59,6572,4919.39,529.2,36206,34053,453.86,1.78,280.84
E92000001,England,E12000006,East of England,E07000148,Norwich,Norfolk,Norwich,354.64,295.85,71672.81,24378.02,4.38,5,235352.16,189715,141137,11732.95,5184.04,24364,13284.22,211.87,41886,41291,202.62,45.8,76.02
E92000001,England,E12000006,East of England,E07000149,South Norfolk,Norfolk,South Norfolk District,718.35,467.66,41800.68,22567.12,1.97,1,78327.96,38325,138017,3970.32,2903.25,4576,3584.71,792.04,47141,45609,500.77,5.47,62.84
E92000001,England,E12000006,East of England,E07000240,St Albans,Hertfordshire,Saint Albans District,263.6,216.41,61624.26,23103.54,6.86,6,344960.94,284481,147373,4485.91,3021.22,15255,5934.76,338.75,45126,43632,316.65,64.37,91.91
E92000001,England,E12000006,East of England,E07000241,Welwyn Hatfield,Hertfordshire,Welwyn Hatfield,387.31,321.61,92162.15,25386.44,3.81,3,301465.01,150349,122746,6433.78,5379.01,12262,5954.22,507.94,34675,34170,289.69,40.99,84.05
E92000001,England,E12000006,East of England,E07000242,East Hertfordshire,Hertfordshire,East Hertfordshire District,416.25,325.41,40333.23,18194.69,3.13,3,122325.9,59733,148105,5002.09,3103.24,13892,7525.15,533.37,44388,42709,328.64,30.56,51.28
E92000001,England,E12000006,East of England,E07000243,Stevenage,Hertfordshire,Stevenage District,338.66,297.66,135414.27,57055.78,4.37,5,539264.31,551656,87754,10627.54,4901.31,8532,4032.72,245.66,29023,28464,167.56,9.89,39.7
E92000001,England,E12000006,East of England,,,Suffolk,,499.68,336.16,58151.28,23421.66,2.86,2,166071.07,74804,753950,6315.28,3233,50607,34528.69,486.54,260183,252566,350.47,11.51,107.86
E92000001,England,E12000007,London,E09000001,City of London,Greater London,City of London,220.37,266.73,4233.03,1112.56,11.42,11,54884.39,47737,8706,4413.17,998.34,7587,530.78,183.02,74,20,12.19,-82.12,-59.41
E92000001,England,E12000007,London,E09000002,Barking and Dagenham,Greater London,London Borough of Barking and Dagenham,286.5,275.23,200426.86,98419.5,4.55,4,771951.98,635495,211998,22688.98,22115.94,24731,13394.81,194.6,51230,50805,164.79,67.86,95.28
E92000001,England,E12000007,London,E09000003,Barnet,Greater London,London Borough of Barnet,301.5,274.88,114263.78,39102.58,5.24,5,595664.77,338426,392140,13261.94,10768.67,75004,45761.15,243.16,77979,76594,285.13,100.28,117.12
E92000001,England,E12000007,London,E09000004,Bexley,Greater London,London Borough of Bexley,343.47,310.2,125496.96,41011.59,4.16,4,421613.8,258060,247258,12661.64,9092.02,25806,15807.28,243.01,72781,71502,234.1,55.9,77.6
E92000001,England,E12000007,London,E09000005,Brent,Greater London,London Borough of Brent,320.8,289.53,147767.23,63654.45,4.5,4,503826.76,337843,330795,26487.27,14231.73,74503,52460.59,189.69,49961,49321,243.07,108.63,145.63
E92000001,England,E12000007,London,E09000006,Bromley,Greater London,London Borough of Bromley,286.03,252.39,86645.14,38476.58,5.77,6,454507.57,334915.5,331096,7501.23,5718.08,46143,27239.84,303.65,94281,92678,299.68,37.85,56.11
E92000001,England,E12000007,London,E09000007,Camden,Greater London,London Borough of Camden,307.07,299.29,364898.32,9051.11,8.36,9,1362407.17,267541,262226,24100.46,9365.16,106291,61368.58,182.35,12142,11209,137.11,3.69,25.28
E92000001,England,E12000007,London,E09000008,Croydon,Greater London,London Borough of Croydon,310.42,278.95,130604.46,39992.8,4.94,5,533573.64,378264,385346,12688.86,9458.5,65984,40683.86,228.46,93347,92113,225.2,88.44,107.05
E92000001,England,E12000007,London,E09000009,Ealing,Greater London,London Borough of Ealing,283.33,242.37,75114.88,44601.06,6.51,7,452800.29,366159,341982,10854.23,9843.69,72337,49518.35,192.1,66082,65082,150.62,77.92,109.7
E92000001,England,E12000007,London,E09000010,Enfield,Greater London,London Borough of Enfield,294.29,266.09,106562.89,30927.1,6.28,6,486568.94,384759,333869,11350.37,8614.16,53375,33787.87,232.17,73965,73337,173.45,53.82,73.63
E92000001,England,E12000007,London,E09000011,Greenwich,Greater London,Royal Borough of Greenwich,337.54,278.39,134847.36,50059.26,5.27,5,606001.33,514694,286186,18141.16,14164.41,64391,41243.82,198.87,55110,54452,152.78,21.18,47.74
E92000001,England,E12000007,London,E09000012,Hackney,Greater London,London Borough of Hackney,229.46,226.9,98477.95,24795.51,8.03,8,552144.63,328698.5,279665,21919.69,18934.17,96557,60614.83,141.17,19049,18618,102.14,87.33,103.33
E92000001,England,E12000007,London,E09000013,Hammersmith and Fulham,Greater London,London Borough of Hammersmith and Fulham,266.03,248.56,45511.89,27975.52,5.75,5,264109.27,195730,185426,21438.77,20315.88,73978,56596.07,91.94,19502,19095,81.08,38.22,62.79
